Actions	C1	C2
0	3.6540750275602747	1.6890145860119348
1	-8.1218737247005	-8.005696707307916
2	3.7922449076090166	1.3210807953476713
3	-7.982811572384364	-6.05955609038805
4	-9.30086072294939	7.71120279453155
5	-2.3133523679550687	8.03591335058329
6	-8.196380627192308	7.053255311134814
7	-8.543132388477174	7.718404405501281
8	-2.2053790274478744	9.735848633324466
9	5.054744336590012	2.4364582140588382
10	-9.070601259435483	7.334068627239729
11	-7.7331226712126115	-7.549546506909437
12	-9.085246084125465	5.397545097053602
13	-6.423377702622737	-9.924766132519109
14	-5.814250918891667	-7.1381551088871085
15	3.488725099675232	-0.8659089755446949
16	-9.552392874618189	8.501942233062422
17	-8.225062211974867	8.461299696167366
18	-7.4706456468847025	-6.440049664252801
19	-6.630176245221198	-6.480881400336619
20	-3.061055768945197	11.572485413866573
21	-2.170713779591059	8.718884718059293
22	3.960648183035146	-0.9410863058762091
23	-4.479301440764585	9.90688346649763
24	4.497732299287556	2.311857001862422
25	-8.409566497755247	8.09398651118593
26	-9.565101894469853	6.445905558635798
27	-9.636533832994164	8.342060343149099
28	-2.3896172546385968	8.041217187316766
29	-6.80301812069961	-7.39187315121825
30	4.5883559077034555	2.476260052564479
31	5.622561978998043	0.5730989607577228
32	7.02825082909854	3.157426329136905
33	-1.5830200755211088	10.923702768668452
34	-8.212075539045836	-5.7089419605698
35	4.342502756984995	1.726786281426184
36	3.247143364061105	1.9386190599867685
37	-6.692636981426606	-6.924382913120596
38	-6.7173341907909005	8.301370480153034
39	-2.9736018853621378	9.476347021450218
40	3.273020472947275	2.5657369577880624
41	-8.213009422614507	7.154248477166078
42	3.90182175256671	2.1544208465427825
43	4.641497867585042	2.387942574729523
44	-9.763253572355284	7.5922987046473445
45	-7.404702736815064	7.514973631456056
46	-2.8675377750739726	8.366744322563163
47	-8.846952255377264	-6.901354372552189
48	-2.1655793334842888	7.251245972835587
49	-2.730161796882414	9.041171967192852
50	2.957220142105416	0.9491410930543525
51	4.658697885968699	0.8015153366231702
52	-7.026766695965377	-7.536733664075651
53	4.070429061735991	1.8491482965507349
54	-8.134835608410986	7.24570147936223
55	-2.383973120404843	8.58488058707307
56	-8.932231325349058	8.486523885204008
57	5.510625480816505	2.921982780412352
58	3.9158885044854923	1.777779332763708
59	-6.7323291907621865	-7.560603641039994
60	-7.716638614248091	7.552617747145082
61	-8.618138442430878	8.3559123136251
62	-3.490706274100701	9.476389602461593
63	-3.409818357700619	9.652678053806705
64	3.647012835142556	0.5279644195285065
65	-6.615372427543931	-6.920443503489991
66	-2.528213830955439	8.011756763560513
67	-1.9326406599969839	9.325536282741858
68	-9.842665582929916	7.450347600633665
69	-6.60720579449766	-6.462644503454651
70	-3.3188011429743964	9.43834717266241
71	-5.8501866352242295	-7.217004720061086
72	-8.00004511008766	-7.634975789847868
73	-3.485070876030083	10.067927924806161
74	-4.201662252767569	10.543836447658935
75	-1.686652710949561	7.793442478227299
76	-7.125962472331119	-9.181581310945933
77	-7.0400465731266175	-4.379209095341665
78	-2.525620519125502	10.202679401646405
79	4.666083589002137	1.669605358674817
80	-4.202154437248136	8.915946501403571
81	-2.273583064944184	9.785151322085289
82	2.6887769721894763	2.116757620445892
83	5.951046334030726	1.7488507130626272
84	-8.19465900361352	9.400866355068656
85	5.227141249692278	1.7675418302974844
86	-3.3016175440527116	8.70632459855928
87	-7.073332570956232	-6.3398216492402515
88	-8.68977985304337	7.021789861540068
89	-6.844739244061861	-8.255620482844689
90	-7.8431600914774044	8.260890329752383
91	4.5077094805837294	2.045448649325021
92	5.321948326290733	2.0993475876026992
93	-8.876651592333383	8.142288886347519
94	-2.376227948905874	8.314165313259148
95	-7.484533955079445	-6.382321283858169
96	-8.95798665910916	8.837803651219186
97	-9.771446845322153	7.996995711656934
98	-8.45906348986887	-7.698001435414453
99	-8.590230545587785	-7.273199793977408
100	-10.065341833924546	6.643617018751872
101	1.7104301462258333	4.026141708442395
102	-6.4379646269652095	-8.313839618086176
103	4.8360102952520085	1.0691013942047318
104	-3.0230645403894436	7.95507260630937
105	5.294854420449791	2.783968329532442
106	-2.5561182019319344	9.491326955421442
107	-6.51923379613319	-6.375821739891674
108	-1.423411298113403	9.112269281669217
109	-1.7671022510434433	9.313578708604814
110	4.536447611937818	0.7341169814140895
111	-3.3559913411211553	7.499438903512457
112	-5.212429916051987	9.692161447729228
113	-2.319616006454007	10.015332220765462
114	3.834707084485225	3.0500178285984125
115	6.068736544041669	0.4990375518986263
116	-7.441567579237519	7.768491230874879
117	-2.2421473571834913	9.90391692382176
118	-8.029069128512711	8.555851520713368
119	4.8621686920289555	3.252035497254125
120	-2.0833104168597143	9.033433905614073
121	4.583290347328205	3.192140473734395
122	-2.426757870118247	7.556734628733391
123	-3.76936238822533	8.397924720158844
124	2.2529489660324287	1.4772915119305827
125	-2.6301457716605317	9.433818572105348
126	-2.7641748404736055	10.51827911678101
127	-4.1926358152737	8.208416061702133
128	-6.164452801023212	-6.931228286291324
129	5.060578467246581	1.3952489071080214
130	5.311823444042599	2.3573717559466285
131	-1.7868162652249788	8.641452976106555
132	5.100150461210405	2.1680120242108702
133	-3.146584750359268	10.203302659305873
134	-7.59961672437321	-7.804172400617012
135	-4.065826796576654	9.62029607954396
136	-1.4492612390061284	9.631292077775019
137	-6.792610710758884	-7.916253165251144
138	-4.631052522061345	8.40646414110389
139	4.683393504871567	2.531309198459238
140	-8.730343835910782	9.930382078648472
141	-3.9572819645500745	7.606822353821766
142	-9.663619717466874	6.830604640549451
143	-0.6625606270050843	7.944201361872169
144	-5.931484240679221	-7.186064024807539
145	4.918227470872771	1.4639563213415974
146	-9.666508320509518	8.009179308012413
147	-8.277432669575568	-5.677533088050719
148	-5.190438257499591	-5.210186811871308
149	-1.7875255590095152	7.885234356981092
150	5.508651336818873	0.7868332568308776
151	-9.274842619901554	8.395203289389293
152	-6.631302048635388	-6.80199185803993
153	-7.733330554831596	6.945991766938878
154	5.22578303739275	1.23639954799311
155	2.672809132640949	0.8559832222337296
156	-9.837148625970059	6.1011583005114645
157	-7.026967417772776	-5.916184170220376
158	-6.7282241431995375	-6.581657779294507
159	-5.591551466298893	-6.8656005940132925
160	5.42200883775956	1.1822703022731789
161	4.187929464316223	1.1838311782210575
162	-6.990946039949071	-6.581023859254841
163	-9.449412819112728	7.082798611509652
164	-1.1485390272140992	7.70546572907921
165	-9.70275446197173	8.913045951602566
166	-9.262161294842494	6.557911758468515
167	4.110901128164086	0.9166120411804792
168	-1.2434897821880495	8.148111279983821
169	5.0639456977465525	2.0126167321814714
170	-9.582975238258626	-6.540753780519727
171	-1.7558560019482177	9.395444513081099
172	-7.497787639834898	-5.981597888724382
173	-6.148626564365789	-6.341674636059494
174	-8.208967123207119	7.024453830268648
175	3.078385613786242	3.4765895123697312
176	5.820519748680246	1.345856237989429
177	2.808733957889751	0.7447258526749694
178	4.57723061410628	2.2144099323474613
179	-2.432375731992495	7.7312939040097515
180	-2.120619018521786	11.507285645631113
181	-2.7326604083786012	9.728286622290414
182	-9.5731386541702	5.924294656274072
183	4.159045046716122	2.669337681100021
184	-3.9877196134201776	8.294441919803614
185	4.0592305336741505	1.361784436552104
186	3.436677980838957	0.931125271697629
187	-7.200012250588064	-8.659508523783167
188	-9.885249506742916	8.001492886395232
189	-8.307958567637211	7.203964158872307
190	-6.936668358004212	-5.6961221500790575
191	-7.652656900753973	-7.750837364919688
192	-2.591348801445319	10.131581959786448
193	-8.586132902401724	5.353214334147302
194	-1.8289815176023008	10.206793640676297
195	3.2039693123595736	0.6573538675132249
196	-2.87016378887183	10.17361593156257
197	-8.617696952328847	6.971435168044822
198	-8.271585572103001	-5.176007515216829
199	-3.217604389963213	7.500571735585495
200	-3.1268495184871004	8.698213272171271
201	-7.099645218810944	-7.007516465665907
202	-7.704239200916292	-7.938909741523767
203	3.9730301192765376	2.1710863512828076
204	5.021188448492886	2.28482253994551
205	4.695742776072598	1.6635199699526708
206	-9.672701368931133	7.088943885879516
207	5.681603500286952	2.5567139869526194
208	-0.3518894097872467	8.408571205194983
209	-9.181662932488459	8.465730308384261
210	-8.650254399644238	6.472342433051218
211	-8.105806548963953	-4.6834635382969925
212	-2.831877461894886	8.763453111743274
213	6.316271863436304	1.027662803998001
214	3.3679598351153786	2.184566251411391
215	-6.046469424521836	-7.510358888280383
216	-1.6966718006585522	10.370526156769145
217	-1.5029048138383097	8.437394258675173
218	-2.9557125751197715	9.870684922521793
219	5.821446552647248	4.316823736753356
220	6.544015425801108	3.5991285993027953
221	-7.267502973013739	-5.574037389404317
222	-10.04224140560239	7.548779597482302
223	-6.288882855640944	-7.100223324530775
224	-1.5111875131930979	6.118030750004632
225	3.4419124070108396	2.8602494603870188
226	-4.005726878142829	8.364262193791424
227	-9.702613018576546	8.45914350099018
228	-4.843753655969477	-6.411131515127479
229	4.189865978232287	3.230318900803305
230	4.9189626945732865	2.2647333606227047
231	-7.322913941287801	8.470010074231741
232	-7.385816252236606	-7.059624168148427
233	-1.6788618065085046	8.158202302289455
234	-1.8934264732816086	10.218170565367139
235	-6.3079580879943205	7.095630356732869
236	-10.448590875427811	8.076712865231253
237	-3.538569131234822	7.661615842354787
238	5.325468582526518	1.8315210979306051
239	-7.62188036935893	7.479034519262264
240	4.995547784791331	2.1647470801348216
241	3.7616155834046348	2.073056638349945
242	4.989678860796009	0.9691150870987217
243	5.093387548782569	0.9908756496860525
244	-2.1425993769559017	8.074406341870967
245	5.180787354789091	2.849338851131965
246	-9.179420688777618	8.345486070558707
247	-7.121057755876263	-5.4133270363769705
248	-8.402781437643647	7.4900081880758504
249	-7.785780445901262	5.480586009251027
250	-9.281757174871046	7.053252547824094
251	-7.50829743818213	-9.498242791968227
252	-3.1207154260446983	7.607625031350099
253	-7.5330900868760775	-7.266651209173706
254	-10.189618159334445	7.023394128670503
255	4.684237633743709	0.22746225108107998
256	4.084332056741235	2.1775587155437086
257	-8.750354209506842	6.8832482786478995
258	-8.18309412812225	7.580520361084534
259	-9.641438590589324	6.591665607082817
260	-3.227641844305186	8.800838976486475
261	3.7942057317339883	1.9590707180340605
262	5.217242361334763	1.8445102375886762
263	-8.243733184969628	-7.411987343565276
264	-6.942901151048186	-7.5398582345299126
265	-1.6963355042137902	9.643914970121934
266	5.332647868076962	3.0790027502354445
267	-5.857991977323662	-5.443741559032192
268	3.5477372427993683	1.719493606398351
269	-6.821763143724514	-7.145702226538358
270	-5.925542088994642	-5.66162937840426
271	-6.533509862353547	-6.388095312709048
272	4.439526258433937	2.20501177607558
273	-10.538955006287388	6.5887797020259935
274	-7.238229909815532	8.851854478984949
275	3.793027870102737	3.222788589237399
276	-6.422302910064505	-4.781888118729199
277	-2.9592630945319938	9.63713606054582
278	5.068195528603339	2.0503261801584487
279	-9.961522807511388	9.369177463175857
280	-7.430214258151977	-6.3704203620512905
281	-6.606616473656884	-8.954749630822315
282	-8.305645308271721	-6.486236375111203
283	-8.175791723237397	6.500667013980271
284	-10.326189460126633	6.198336813767542
285	-7.811267329762993	6.675650625852182
286	-3.743546494932672	8.421821869045427
287	-2.945961860290968	7.407709027459642
288	6.090806384507314	3.7803663275786175
289	-9.140424797660616	8.91092351791424
290	-8.27963247371419	6.918884395457757
291	-9.236773031625377	6.876879868684097
292	-6.804050818481232	-5.8312454514005845
293	-6.185703957960012	-6.163520253516295
294	-7.763626047897711	-6.747612449780301
295	4.438387302280583	1.966648368711274
296	4.544414589139028	0.19692335047428022
297	-3.1318469847872024	9.208893583435565
298	-7.858927421433905	-6.716749238360146
299	4.29928012931824	2.4733127170546156
300	4.52639819034596	2.1947281575649424
301	-7.7293481126289665	-7.363093519348787
302	-2.2493148288043265	9.796108999975631
303	4.871324758753674	2.6196592216665024
304	-10.370925991233772	7.592829105061042
305	-9.63576587370611	8.398052705728634
306	-4.3454029961560465	9.522277455110865
307	3.375380429273136	0.1800632314061552
308	-0.8954863539941031	9.467820429712301
309	-5.588868767028842	-4.2922006197452625
310	4.835360567781392	1.874324482701426
311	-7.64121505618749	-7.186123547633356
312	-10.906703472067043	7.412918194430317
313	-6.404038755222688	-8.627005284621502
314	-8.718145814423341	-5.981992269153599
315	4.144913355860028	1.4755971856315182
316	-7.018139435758495	-7.3039996355982995
317	-7.487195982930826	-5.311927163748621
318	5.481862531680228	1.603962483493286
319	-9.02555507814289	8.356180432120716
320	-8.574572171813434	6.764723343436362
321	-4.967621722098572	-5.716049440690009
322	-4.912710228643016	-6.919253620244288
323	4.830514427493125	2.9144802647082155
324	-7.843976236820587	8.225794315442156
325	4.1557048849793645	1.006923364187478
326	-7.276742522719123	-6.921581371275094
327	-8.976663038652388	6.946099514368374
328	-6.3328788512791165	6.871881826321756
329	-6.193059444398094	-6.139035812593661
330	-2.298180155850132	8.917573016327928
